Banker Team,Banker Name,IC Name,Position As of Date,Relationship ID,EG Number,PP Code,Base Number,Portfolio Number,Financial Instrument Id,ISIN,Ticker,Security Name,Print Report Class Name,Asset Sub Class Name,Asset Sub Sub Class Name,Nominal Currency Code,Units,Amount in CCY,Amount in USD,Average Unit Cost,Current Price,Last Movement Date,Book Date,Maturity Date,PE/RE Commitment Amount:,PE/RE Contribution Amount:,PE/RE Capital Contribution Fund Expenses (Outside Commitment) ,PE/RE Distribution Amount:,PE/RE Outstanding Commitment Amount:,PE/RE Recallable Distributions:,Loan / Cash Rate to client,Cost of Fund,Spread,Tenor,Contract Ref Number,Contracted FX Rate,Pay Currency Code,Pay Amount,Pay Amount(USD),Receive Currency Code,Receive Amount,Receive Amount(USD),Tranch Code,Position Web Description,Security Name Line 1
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","241,852.00","241,852.00",100,96.7408,,18-Jun-20,18-Dec-20,,,,,,,,,,183,7778839029SIMX900021,,,,0,,,0,M0320060424,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"300,000.00","309,254.40","309,254.40",100,103.0848,,19-Jun-20,21-Dec-20,,,,,,,,,,185,7778839029SIMX900022,,,,0,,,0,M0320060528,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"400,000.00","404,393.20","404,393.20",100,101.0983,,19-Jun-20,21-Dec-20,,,,,,,,,,185,7778839029SIMX900023,,,,0,,,0,M0320060526,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","226,858.75","226,858.75",100,90.7435,,23-Jun-20,23-Dec-20,,,,,,,,,,183,7778839029SIMX900025,,,,0,,,0,M0320060943,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"250,000.00","248,163.00","248,163.00",100,99.2652,,26-Jun-20,28-Dec-20,,,,,,,,,,185,7778839029SIMX900027,,,,0,,,0,M0120061208,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,EUR,"7,068.96","7,068.96","8,313.09",,,,8-Nov-16,,,,,,,,0,,0,,,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,GBP,0,0,0,,,,8-Jun-20,,,,,,,,0,,0,,,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,JPY,0,0,0,,,,11-Jun-19,,,,,,,,0,,0,,,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,SGD,0,0,0,,,,8-Nov-16,,,,,,,,0,,0,,,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,"19,849.22","19,849.22","19,849.22",,,,8-Nov-16,,,,,,,,0.01,,0.01,,,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,GBP,"250,231.43","250,231.43","326,877.25",,,,20-Jul-20,20-Aug-20,,,,,,,1.069,0.319,0.75,31,2000659328,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,GBP,"250,233.34","250,233.34","326,879.75",,,,27-Jul-20,27-Aug-20,,,,,,,1.067,0.317,0.75,31,2000661303,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"235,769.87","235,769.87","235,769.87",,,,20-Jul-20,20-Aug-20,,,,,,,1.17988,0.42988,0.75,31,2000659331,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"251,187.07","251,187.07","251,187.07",,,,23-Jul-20,24-Aug-20,,,,,,,1.179,0.429,0.75,32,2000654731,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"250,254.80","250,254.80","250,254.80",,,,27-Jul-20,27-Aug-20,,,,,,,1.17263,0.42263,0.75,31,2000659750,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"1,411,645.88","1,411,645.88","1,411,645.88",,,,30-Jul-20,31-Aug-20,,,,,,,1.16113,0.41113,0.75,32,2000643451,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"150,452.80","150,452.80","150,452.80",,,,30-Jul-20,31-Aug-20,,,,,,,1.16113,0.41113,0.75,32,2000656692,,,,0,,,0,,,
MR-AP Spore India Team 1,da64413daf0db27f9ab770aa1c8288370978260c19f27253941c7e4901901abb,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,12-Aug-20,SR250942215,SR250942215-0002,SISI,6623c99be2206d5cf49d58652b394d25,4ccfd05b8a0660e9400685385a0618a8,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"250,504.86","250,504.86","250,504.86",,,,3-Aug-20,2-Sep-20,,,,,,,1.15488,0.40488,0.75,30,2000658397,,,,0,,,0,,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,3.42E+11,GB0007980591,BP/ LN Equity,BP PLC,EQUITIES,Common Stocks,Common Stock,GBP,"10,000.00","30,755.00","40,175.25",4.6251,3.0755,2/15/2020,,,,,,,,,,,,,,,,,0,,,0,,BP PLC Ticker/ISIN : BP./GB0007980591,BP PLC
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,3.42E+11,FR0000120271,FP FP Equity,TOTAL SE,EQUITIES,Common Stocks,Common Stock,EUR,"3,000.00","102,570.00","120,622.26",47.4084,34.19,2/15/2020,,,,,,,,,,,,,,,,,0,,,0,,TOTAL SE Ticker/ISIN : FP/FR0000120271,TOTAL SE
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,4.58E+11,ES0173516115,REP SQ Equity,Repsol SA,EQUITIES,Common Stocks,Common Stock,EUR,"5,000.00","35,620.00","41,889.10",12.6411,7.124,2/15/2020,,,,,,,,,,,,,,,,,0,,,0,,REPSOL SA Ticker/ISIN : REP/ES0173516115,Repsol SA
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,5.21E+11,CNE1000001Z5,3988 HK Equity,Bank of China Ltd (3988 HK),EQUITIES,Common Stocks,Common Stock,HKD,"100,000.00","263,000.00","33,933.51",3.4226,2.63,9/19/2018,,,,,,,,,,,,,,,,,0,,,0,,BANK OF CHINA LT Ticker/ISIN : 3988/CNE1000001Z5,Bank of China Ltd (3988 HK)
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,5.21E+11,CNE1000003G1,1398 HK Equity,Industrial & Commercial Bank of China Ltd (1398 HK),EQUITIES,Common Stocks,Common Stock,HKD,"100,000.00","467,000.00","60,254.57",5.4702,4.67,9/19/2018,,,,,,,,,,,,,,,,,0,,,0,,IND & COMM BK OF Ticker/ISIN : 1398/CNE1000003G1,Industrial & Commercial Bank of China Ltd (1398 HK)
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,7.68E+11,USU77583AA79,,8.875% ROLTA AMERICAS LLC DUE 240719 (DEFAULTED),FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"100,000.00",0,0,25.2675,0,1/13/2017,,24-Jul-19,,,,,,,8.875,,8.875,,,,,,0,,,0,,8.875% ROLTA AME MAT 24JUL19 8.875% Pay Freq SEMI-ANNUAL S&P NR Moodys NA ISIN USU77583AA79,8.875% ROLTA AMERICAS LLC DUE 240719 (DEFAULTED)
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,8.62E+11,XS1567906059,,4.5% KUWAIT PROJECTS CO SPC L DUE 230227,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"200,000.00","195,156.00","195,156.00",97.857,97.578,6/15/2019,,23-Feb-27,,,,,,,4.5,,4.5,,,,,,0,,,0,,4.5% KUWAIT 0227 MAT 23FEB27 4.5% Pay Freq SEMI-ANNUAL S&P BB+ Moodys Baa3 ISIN XS1567906059,4.5% KUWAIT PROJECTS CO SPC L DUE 230227
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.00E+11,XS1789391148,,4.5% UPL CORP LTD DUE 080328,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"200,000.00","206,984.00","206,984.00",102.007,103.492,6/24/2019,,8-Mar-28,,,,,,,4.5,,4.5,,,,,,0,,,0,,4.5% UPL CORP 03 MAT 08MAR28 4.5% Pay Freq SEMI-ANNUAL S&P BBB- Moodys NA ISIN XS1789391148,4.5% UPL CORP LTD DUE 080328
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.43E+11,US90353T1007,UBER UN Equity,Uber Technologies Inc,EQUITIES,Common Stocks,Common Stock,USD,735,"22,939.35","22,939.35",38.24,31.21,8/12/2020,,,,,,,,,,,,,,,,,0,,,0,,UBER TECHNOLOGIE Ticker/ISIN : UBER/US90353T1007,Uber Technologies Inc
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.43E+11,US90353T1007,UBER UN Equity,Uber Technologies Inc,EQUITIES,Common Stocks,Common Stock,USD,219,"6,834.99","6,834.99",38.24,31.21,8/12/2020,,,,,,,,,,,,,,,,,0,,,0,,UBER TECHNOLOGIE Ticker/ISIN : UBER/US90353T1007,Uber Technologies Inc
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.43E+11,US90353T1007,UBER UN Equity,Uber Technologies Inc,EQUITIES,Common Stocks,Common Stock,USD,"6,580.00","205,361.80","205,361.80",38.24,31.21,8/12/2020,,,,,,,,,,,,,,,,,0,,,0,,UBER TECHNOLOGIE Ticker/ISIN : UBER/US90353T1007,Uber Technologies Inc
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.52E+11,XS1996533425,,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"150,000.00","161,970.00","161,970.00",100.035,107.98,8/13/2019,,14-Aug-20,,,,,,,16.97,,16.97,,,,,,0,,,0,,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820 ISIN XS1996533425,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.52E+11,XS1996533698,,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"150,000.00","116,355.00","116,355.00",100.035,77.57,8/13/2019,,14-Aug-20,,,,,,,14.22,,14.22,,,,,,0,,,0,,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820 ISIN XS1996533698,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.52E+11,XS1996533771,,BNP PARIBAS FRN LINKED TO ETSY INC MICROCHIP TECHN WESTERN DIGITAL DUE 140820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"150,000.00","160,785.00","160,785.00",100.035,107.19,8/13/2019,,14-Aug-20,,,,,,,15.77,,15.77,,,,,,0,,,0,,BNP PARIBAS FRN LINKED TO ETSY INC MICROCHIP TECHN WESTERN DIGITAL DUE 140820 ISIN XS1996533771,BNP PARIBAS FRN LINKED TO ETSY INC MICROCHIP TECHN WESTERN DIGITAL DUE 140820
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.52E+11,XS1981330860,,JP MORGAN FRN LINKED TO ARISTA NETWORKSNVIDIA CORP WYNN RESORTS DUE 180820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"150,000.00","144,298.80","144,298.80",100.035,96.1992,8/13/2019,,18-Aug-20,,,,,,,12.33,,12.33,,,,,,0,,,0,,JP MORGAN FRN LINKED TO ARISTA NETWORKSNVIDIA CORP WYNN RESORTS DUE 180820 ISIN XS1981330860,JP MORGAN FRN LINKED TO ARISTA NETWORKSNVIDIA CORP WYNN RESORTS DUE 180820
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.59E+11,XS2026357504,,UBS AG FRN LINK TO KRAFT HEINZ CO GENERAL ELECTRIC CO MYLAN NV DUE 291020,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"200,000.00","206,704.60","206,704.60",100.035,103.3523,10/21/2019,,29-Oct-20,,,,,,,,,,,,,,,0,,,0,,UBS AG FRN LINK TO KRAFT HEINZ CO GENERAL ELECTRIC CO MYLAN NV DUE 291020 ISIN XS2026357504,UBS AG FRN LINK TO KRAFT HEINZ CO GENERAL ELECTRIC CO MYLAN NV DUE 291020
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.60E+11,XS2067164793,,CITIGROUP GLOBAL MARKETS FRN LINK TO SHOPIFY SCHLUMBERGER INFOSYS DUE 061120,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"100,000.00","89,470.00","89,470.00",100.035,89.47,11/8/2019,,6-Nov-20,,,,,,,14.44,,14.44,,,,,,0,,,0,,CITIGROUP GLOBAL MARKETS FRN LINK TO SHOPIFY SCHLUMBERGER INFOSYS DUE 061120 ISIN XS2067164793,CITIGROUP GLOBAL MARKETS FRN LINK TO SHOPIFY SCHLUMBERGER INFOSYS DUE 061120
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.63E+11,XS2068054555,,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP BNP PARIBAS DUE 071220,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,EUR,"100,000.00","64,950.00","76,381.16",100.035,64.95,11/28/2019,,7-Dec-20,,,,,,,3.3899,,3.3899,,,,,,0,,,0,,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP BNP PARIBAS DUE 071220 ISIN XS2068054555,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP BNP PARIBAS DUE 071220
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.63E+11,XS2068054639,,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP CREDIT AGRI DUE 071220,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,EUR,"100,000.00","65,100.00","76,557.56",100.035,65.1,11/28/2019,,7-Dec-20,,,,,,,3.5749,,3.5749,,,,,,0,,,0,,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP CREDIT AGRI DUE 071220 ISIN XS2068054639,MORGAN STANLEY FRN LINK TO SOCIETE GENERALE ING GROEP CREDIT AGRI DUE 071220
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.68E+11,XS2055010883,,BNP PARIBAS FRN LINK TO BLACKBERRY STONECO SLACK TECHNOLOGIES DUE 270121,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"150,000.00","139,050.00","139,050.00",100.035,92.7,1/24/2020,,27-Jan-21,,,,,,,16.49,,16.49,,,,,,0,,,0,,BNP PARIBAS FRN LINK TO BLACKBERRY STONECO SLACK TECHNOLOGIES DUE 270121 ISIN XS2055010883,BNP PARIBAS FRN LINK TO BLACKBERRY STONECO SLACK TECHNOLOGIES DUE 270121
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,9.88E+11,XS2198450145,,CITIGROUP GLOBAL MARKETS FRN LINK TO DRHORTON INC GENERAL MOTORS DUE 060821,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"170,000.00","167,212.00","167,212.00",100.035,98.36,8/5/2020,,6-Aug-21,,,,,,,13.41,,13.41,,,,,,0,,,0,,CITIGROUP GLOBAL MARKETS FRN LINK TO DRHORTON INC GENERAL MOTORS DUE 060821 ISIN XS2198450145,CITIGROUP GLOBAL MARKETS FRN LINK TO DRHORTON INC GENERAL MOTORS DUE 060821
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,,,,,CAPITAL MARKETS,Equity Options,Equities Accumulator,USD,"7,315.00","1,463.37","1,463.37",,"2,443.37",,11-May-20,11-May-21,,,,,,,,,,365,ED20133070003,,,,0,,,0,,Equity Options UBER TECHNOLOGIE DECUMULATOR 11MAY20-11MAY21/DFP 37.2 KO 25.6/PREM 0,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,,,,,CAPITAL MARKETS,Int. Rate Swaps,Interest Rate Swaps,USD,,"-1,802,484.77","-1,802,484.77",,,,3-Jun-19,3-Jun-29,,,,,,,,,,3653,72840314.2,,USD,10000000,10000000,USD,10000000,10000000,,Int. Rate Swaps Pay FIXED SANUL 2.6% 03DEC20 Recv LIB03 QTRLY .33713% 03SEP20 Value  03JUN19 MAT 03JUN29 Ref 72840314.2,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,12-Aug-20,SR250824955,SR250824955-0016,SISI,dcc0368e8760d80fdb1749157a29f5c7,8e93e8f1e06faeee0a696ee7034326e8,,,,,CAPITAL MARKETS,Market Linked Instrument,Market Linked Instrument,USD,"170,000.00","172,585.02","172,585.02",100,101.5206,,3-Aug-20,1-Feb-21,,,,,,,,,,182,7778859011SIMX900023,,,,0,,,0,M0320071736,Market Linked Instrument 6 MTH  USD BABA UN+F UN MLI Value  03AUG20  MAT 01FEB21 Ref 7778859011SIMX900023,
